Video Name,Judges,Primary Factors,,,,Control Factors,,,Assesment Score,,,
,Dr Abid Hasan Khan,1,1,0,0.9,0.5,0.5,1,4.9,70,,
,Dr Rayhan Islam,1,1,0,0.9,0.5,1,1,5.4,77.14285714,,
E01_P06_AR_VHJ_GM,Dr Mamun Mahmud,1,1,1,1,0.5,1,1,6.5,92.85714286,90.47619048,90.48
,Dr Abid Hasan Khan,1,1,1,1,0.5,0.5,1,6,85.71428571,,
,Dr Rayhan Islam,1,1,1,1,0.5,1,1,6.5,92.85714286,,
E01_P06_AF_VLJ_GM,Dr Mamun Mahmud,1,1,1,1,0,1,1,6,85.71428571,95.23809524,95.24
,Dr Abid Hasan Khan,1,1,1,1,1,1,1,7,100,,
,Dr Rayhan Islam,1,1,1,1,1,1,1,7,100,,
E01_P06_AL_VLJ_GM,Dr Mamun Mahmud,1,1,0,0.9,0,1,1,4.9,70,79.52380952,79.52
,Dr Abid Hasan Khan,1,1,0,0.9,1,1,1,5.9,84.28571429,,
,Dr Rayhan Islam,1,1,0,0.9,1,1,1,5.9,84.28571429,,
E01_P06_AR_VLJ_GM,Dr Mamun Mahmud,1,1,1,1,0,1,1,6,85.71428571,95.23809524,95.24
,Dr Abid Hasan Khan,1,1,1,1,1,1,1,7,100,,
,Dr Rayhan Islam,1,1,1,1,1,1,1,7,100,,
E01_P06_AF_VLL_GM,Dr Mamun Mahmud,1,1,0,0.9,0.5,1,1,5.4,77.14285714,77.14285714,77.14
,Dr Abid Hasan Khan,1,1,0,0.9,1,1,1,5.9,84.28571429,,
,Dr Rayhan Islam,1,0.5,0,0.9,0.5,1,1,4.9,70,,
E01_P06_AL_VLL_GM,Dr Mamun Mahmud,1,1,0,0.8,0.5,1,1,5.3,75.71428571,75.71428571,75.71
,Dr Abid Hasan Khan,1,1,0,0.8,1,1,1,5.8,82.85714286,,
,Dr Rayhan Islam,1,0.5,0,0.8,0.5,1,1,4.8,68.57142857,,
E01_P06_AR_VLL_GM,Dr Mamun Mahmud,1,1,0,0.8,0.5,1,1,5.3,75.71428571,75.71428571,75.71
,Dr Abid Hasan Khan,1,1,0,0.8,1,1,1,5.8,82.85714286,,
,Dr Rayhan Islam,1,0.5,0,0.8,0.5,1,1,4.8,68.57142857,,
E01_P06_AF_VML_GM,Dr Mamun Mahmud,1,1,0,0.8,0,1,1,4.8,68.57142857,75.71428571,75.71
,Dr Abid Hasan Khan,1,1,0,0.8,0.5,1,1,5.3,75.71428571,,
,Dr Rayhan Islam,1,1,0,0.8,1,1,1,5.8,82.85714286,,
E01_P06_AL_VML_GM,Dr Mamun Mahmud,1,1,0,0.7,0,1,1,4.7,67.14285714,74.28571429,74.29
,Dr Abid Hasan Khan,1,1,0,0.7,0.5,1,1,5.2,74.28571429,,
,Dr Rayhan Islam,1,1,0,0.7,1,1,1,5.7,81.42857143,,
E01_P06_AR_VML_GM,Dr Mamun Mahmud,1,1,0,0.7,0,1,1,4.7,67.14285714,74.28571429,74.29
,Dr Abid Hasan Khan,1,1,0,0.7,0.5,1,1,5.2,74.28571429,,
,Dr Rayhan Islam,1,1,0,0.7,1,1,1,5.7,81.42857143,,
E01_P06_AF_VO_GM,Dr Mamun Mahmud,1,1,0,0.9,0.5,0.5,1,4.9,70,74.76190476,74.76
,Dr Abid Hasan Khan,1,1,0,0.9,0.5,1,1,5.4,77.14285714,,
,Dr Rayhan Islam,1,1,0,0.9,0.5,1,1,5.4,77.14285714,,
E01_P06_AL_VO_GM,Dr Mamun Mahmud,1,1,0,0.8,0.5,0.5,1,4.8,68.57142857,73.33333333,73.33
,Dr Abid Hasan Khan,1,1,0,0.8,0.5,1,1,5.3,75.71428571,,
,Dr Rayhan Islam,1,1,0,0.8,0.5,1,1,5.3,75.71428571,,
E01_P06_AR_VO_GM,Dr Mamun Mahmud,1,1,0,0.9,0.5,0.5,1,4.9,70,74.76190476,74.76
,Dr Abid Hasan Khan,1,1,0,0.9,0.5,1,1,5.4,77.14285714,,
,Dr Rayhan Islam,1,1,0,0.9,0.5,1,1,5.4,77.14285714,,
E01_P07_AF_VFL_GM,Dr Mamun Mahmud,1,1,0,0.9,1,1,1,5.9,84.28571429,84.28571429,84.29
,Dr Abid Hasan Khan,1,1,0,0.9,1,1,1,5.9,84.28571429,,
,Dr Rayhan Islam,1,1,0,0.9,1,1,1,5.9,84.28571429,,
E01_P07_AL_VFL_GM,Dr Mamun Mahmud,1,1,0,0.9,1,1,1,5.9,84.28571429,84.28571429,84.29
,Dr Abid Hasan Khan,1,1,0,0.9,1,1,1,5.9,84.28571429,,
,Dr Rayhan Islam,1,1,0,0.9,1,1,1,5.9,84.28571429,,
E01_P07_AR_VFL_GM,Dr Mamun Mahmud,1,1,0,0.9,1,1,1,5.9,84.28571429,84.28571429,84.29
,Dr Abid Hasan Khan,1,1,0,0.9,1,1,1,5.9,84.28571429,,
,Dr Rayhan Islam,1,1,0,0.9,1,1,1,5.9,84.28571429,,
E01_P07_AF_VHJ_GM,Dr Mamun Mahmud,1,1,0,0.9,0.5,0,0,3.4,48.57142857,67.61904762,67.62
,Dr Abid Hasan Khan,1,1,0,0.9,1,0.5,1,5.4,77.14285714,,
,Dr Rayhan Islam,1,1,0,0.9,1,0.5,1,5.4,77.14285714,,
E01_P07_AL_VHJ_GM,Dr Mamun Mahmud,1,1,0,0.9,0.5,0,0,3.4,48.57142857,67.61904762,67.62
,Dr Abid Hasan Khan,1,1,0,0.9,1,0.5,1,5.4,77.14285714,,
,Dr Rayhan Islam,1,1,0,0.9,1,0.5,1,5.4,77.14285714,,
E01_P07_AR_VHJ_GM,Dr Mamun Mahmud,1,1,0,0.9,0.5,0,0,3.4,48.57142857,67.61904762,67.62
,Dr Abid Hasan Khan,1,1,0,0.9,1,0.5,1,5.4,77.14285714,,
,Dr Rayhan Islam,1,1,0,0.9,1,0.5,1,5.4,77.14285714,,
E01_P07_AF_VLJ_GM,Dr Mamun Mahmud,1,1,0,0.9,1,0.5,1,5.4,77.14285714,77.14285714,77.14
,Dr Abid Hasan Khan,1,1,0,0.9,1,0.5,1,5.4,77.14285714,,
,Dr Rayhan Islam,1,1,0,0.9,1,0.5,1,5.4,77.14285714,,
E01_P07_AL_VLJ_GM,Dr Mamun Mahmud,1,1,0,0.9,1,0.5,1,5.4,77.14285714,77.14285714,77.14
,Dr Abid Hasan Khan,1,1,0,0.9,1,0.5,1,5.4,77.14285714,,
,Dr Rayhan Islam,1,1,0,0.9,1,0.5,1,5.4,77.14285714,,
E01_P07_AR_VLJ_GM,Dr Mamun Mahmud,1,1,0,0.8,1,0.5,1,5.3,75.71428571,75.71428571,75.71
,Dr Abid Hasan Khan,1,1,0,0.8,1,0.5,1,5.3,75.71428571,,
,Dr Rayhan Islam,1,1,0,0.8,1,0.5,1,5.3,75.71428571,,
E01_P07_AF_VLL_GM,Dr Mamun Mahmud,1,1,0,0.9,1,1,1,5.9,84.28571429,84.28571429,84.29
,Dr Abid Hasan Khan,1,1,0,0.9,1,1,1,5.9,84.28571429,,
,Dr Rayhan Islam,1,1,0,0.9,1,1,1,5.9,84.28571429,,
E01_P07_AL_VLL_GM,Dr Mamun Mahmud,1,1,0,0.9,1,1,1,5.9,84.28571429,84.28571429,84.29
,Dr Abid Hasan Khan,1,1,0,0.9,1,1,1,5.9,84.28571429,,
,Dr Rayhan Islam,1,1,0,0.9,1,1,1,5.9,84.28571429,,
E01_P07_AR_VLL_GM,Dr Mamun Mahmud,1,1,0,0.9,1,1,1,5.9,84.28571429,84.28571429,84.29
,Dr Abid Hasan Khan,1,1,0,0.9,1,1,1,5.9,84.28571429,,
,Dr Rayhan Islam,1,1,0,0.9,1,1,1,5.9,84.28571429,,
E01_P07_AF_VML_GM,Dr Mamun Mahmud,1,1,1,1,1,1,1,7,100,100,100
,Dr Abid Hasan Khan,1,1,1,1,1,1,1,7,100,,
,Dr Rayhan Islam,1,1,1,1,1,1,1,7,100,,
E01_P07_AL_VML_GM,Dr Mamun Mahmud,1,1,1,1,1,1,1,7,100,100,100
,Dr Abid Hasan Khan,1,1,1,1,1,1,1,7,100,,
,Dr Rayhan Islam,1,1,1,1,1,1,1,7,100,,
E01_P07_AR_VML_GM,Dr Mamun Mahmud,1,1,1,1,1,1,1,7,100,100,100
,Dr Abid Hasan Khan,1,1,1,1,1,1,1,7,100,,
,Dr Rayhan Islam,1,1,1,1,1,1,1,7,100,,
E01_P07_AF_VO_GM,Dr Mamun Mahmud,1,1,1,1,1,0.5,0.5,6,85.71428571,88.0952381,88.1
,Dr Abid Hasan Khan,1,1,1,1,1,0.5,1,6.5,92.85714286,,
,Dr Rayhan Islam,1,1,1,1,0.5,0.5,1,6,85.71428571,,
E01_P07_AL_VO_GM,Dr Mamun Mahmud,1,1,0,0.9,1,0.5,0.5,4.9,70,72.38095238,72.38
,Dr Abid Hasan Khan,1,1,0,0.9,1,0.5,1,5.4,77.14285714,,
,Dr Rayhan Islam,1,1,0,0.9,0.5,0.5,1,4.9,70,,
E01_P07_AR_VO_GM,Dr Mamun Mahmud,1,1,1,1,1,0.5,0.5,6,85.71428571,88.0952381,88.1
,Dr Abid Hasan Khan,1,1,1,1,1,0.5,1,6.5,92.85714286,,
,Dr Rayhan Islam,1,1,1,1,0.5,0.5,1,6,85.71428571,,
E01_P08_AF_VFL_GM,Dr Mamun Mahmud,1,1,0,0.8,1,0,1,4.8,68.57142857,73.33333333,73.33
,Dr Abid Hasan Khan,1,1,0,0.8,1,0.5,1,5.3,75.71428571,,
,Dr Rayhan Islam,1,1,0,0.8,1,0.5,1,5.3,75.71428571,,
E01_P08_AL_VFL_GM,Dr Mamun Mahmud,1,1,0,0.9,1,0,1,4.9,70,74.76190476,74.76
,Dr Abid Hasan Khan,1,1,0,0.9,1,0.5,1,5.4,77.14285714,,
,Dr Rayhan Islam,1,1,0,0.9,1,0.5,1,5.4,77.14285714,,
E01_P08_AR_VFL_GM,Dr Mamun Mahmud,1,1,0,0.9,1,0,1,4.9,70,74.76190476,74.76
,Dr Abid Hasan Khan,1,1,0,0.9,1,0.5,1,5.4,77.14285714,,
,Dr Rayhan Islam,1,1,0,0.9,1,0.5,1,5.4,77.14285714,,
E01_P08_AF_VHJ_GM,Dr Mamun Mahmud,1,1,0,0.8,1,0.5,0.5,4.8,68.57142857,73.33333333,73.33
,Dr Abid Hasan Khan,1,1,0,0.8,1,0.5,1,5.3,75.71428571,,
,Dr Rayhan Islam,1,1,0,0.8,1,0.5,1,5.3,75.71428571,,
E01_P08_AL_VHJ_GM,Dr Mamun Mahmud,1,1,0,0.9,1,0.5,0.5,4.9,70,74.76190476,74.76
,Dr Abid Hasan Khan,1,1,0,0.9,1,0.5,1,5.4,77.14285714,,
,Dr Rayhan Islam,1,1,0,0.9,1,0.5,1,5.4,77.14285714,,
E01_P08_AR_VHJ_GM,Dr Mamun Mahmud,1,1,0,0.9,1,0.5,0.5,4.9,70,74.76190476,74.76
,Dr Abid Hasan Khan,1,1,0,0.9,1,0.5,1,5.4,77.14285714,,
,Dr Rayhan Islam,1,1,0,0.9,1,0.5,1,5.4,77.14285714,,
E01_P08_AF_VLJ_GM,Dr Mamun Mahmud,1,1,0,0.6,1,0.5,1,5.1,72.85714286,70.47619048,70.48
,Dr Abid Hasan Khan,1,1,0,0.6,0.5,0.5,1,4.6,65.71428571,,
,Dr Rayhan Islam,1,1,0,0.6,1,0.5,1,5.1,72.85714286,,
E01_P08_AL_VLJ_GM,Dr Mamun Mahmud,1,1,0,0.9,1,0.5,1,5.4,77.14285714,74.76190476,74.76
,Dr Abid Hasan Khan,1,1,0,0.9,0.5,0.5,1,4.9,70,,
,Dr Rayhan Islam,1,1,0,0.9,1,0.5,1,5.4,77.14285714,,
E01_P08_AR_VLJ_GM,Dr Mamun Mahmud,1,1,0,0.9,1,0.5,1,5.4,77.14285714,74.76190476,74.76
,Dr Abid Hasan Khan,1,1,0,0.9,0.5,0.5,1,4.9,70,,
,Dr Rayhan Islam,1,1,0,0.9,1,0.5,1,5.4,77.14285714,,
E01_P08_AF_VLL_GM,Dr Mamun Mahmud,1,1,0,0.5,0.5,0.5,1,4.5,64.28571429,69.04761905,69.05
,Dr Abid Hasan Khan,1,1,0,0.5,1,0.5,1,5,71.42857143,,
,Dr Rayhan Islam,1,1,0,0.5,1,0.5,1,5,71.42857143,,
E01_P08_AL_VLL_GM,Dr Mamun Mahmud,1,1,0,0.5,0.5,0.5,1,4.5,64.28571429,69.04761905,69.05
,Dr Abid Hasan Khan,1,1,0,0.5,1,0.5,1,5,71.42857143,,
,Dr Rayhan Islam,1,1,0,0.5,1,0.5,1,5,71.42857143,,
E01_P08_AR_VLL_GM,Dr Mamun Mahmud,1,1,0,0.7,0.5,0.5,1,4.7,67.14285714,71.9047619,71.9
,Dr Abid Hasan Khan,1,1,0,0.7,1,0.5,1,5.2,74.28571429,,
,Dr Rayhan Islam,1,1,0,0.7,1,0.5,1,5.2,74.28571429,,
E01_P08_AF_VML_GM,Dr Mamun Mahmud,1,1,0,0.7,1,0.5,1,5.2,74.28571429,71.9047619,71.9
,Dr Abid Hasan Khan,1,1,0,0.7,0.5,0.5,1,4.7,67.14285714,,
,Dr Rayhan Islam,1,1,0,0.7,1,0.5,1,5.2,74.28571429,,
E01_P08_AL_VML_GM,Dr Mamun Mahmud,1,1,0,0.8,1,0.5,1,5.3,75.71428571,73.33333333,73.33
,Dr Abid Hasan Khan,1,1,0,0.8,0.5,0.5,1,4.8,68.57142857,,
,Dr Rayhan Islam,1,1,0,0.8,1,0.5,1,5.3,75.71428571,,
E01_P08_AR_VML_GM,Dr Mamun Mahmud,1,1,1,1,1,0.5,1,6.5,92.85714286,90.47619048,90.48
,Dr Abid Hasan Khan,1,1,1,1,0.5,0.5,1,6,85.71428571,,
,Dr Rayhan Islam,1,1,1,1,1,0.5,1,6.5,92.85714286,,
E01_P08_AF_VO_GM,Dr Mamun Mahmud,1,1,0,0.7,1,0.5,1,5.2,74.28571429,71.9047619,71.9
,Dr Abid Hasan Khan,1,1,0,0.7,0.5,0.5,1,4.7,67.14285714,,
,Dr Rayhan Islam,1,1,0,0.7,1,0.5,1,5.2,74.28571429,,
E01_P08_AL_VO_GM,Dr Mamun Mahmud,1,1,0,0.8,1,0.5,1,5.3,75.71428571,73.33333333,73.33
,Dr Abid Hasan Khan,1,1,0,0.8,0.5,0.5,1,4.8,68.57142857,,
,Dr Rayhan Islam,1,1,0,0.8,1,0.5,1,5.3,75.71428571,,
E01_P08_AR_VO_GM,Dr Mamun Mahmud,1,1,1,1,1,0.5,1,6.5,92.85714286,90.47619048,90.48
,Dr Abid Hasan Khan,1,1,1,1,0.5,0.5,1,6,85.71428571,,
,Dr Rayhan Islam,1,1,1,1,1,0.5,1,6.5,92.85714286,,
E01_P09_AF_VFL_GF,Dr Mamun Mahmud,1,1,0,0.5,1,0.5,1,5,71.42857143,69.04761905,69.05
,Dr Abid Hasan Khan,1,1,0,0.5,1,0.5,1,5,71.42857143,,
,Dr Rayhan Islam,1,1,0,0.5,1,0,1,4.5,64.28571429,,
E01_P09_AL_VFL_GF,Dr Mamun Mahmud,1,1,0,0.5,1,0.5,1,5,71.42857143,69.04761905,69.05
,Dr Abid Hasan Khan,1,1,0,0.5,1,0.5,1,5,71.42857143,,
,Dr Rayhan Islam,1,1,0,0.5,1,0,1,4.5,64.28571429,,
E01_P09_AR_VFL_GF,Dr Mamun Mahmud,1,1,0,0.4,1,0.5,1,4.9,70,67.61904762,67.62
,Dr Abid Hasan Khan,1,1,0,0.4,1,0.5,1,4.9,70,,
,Dr Rayhan Islam,1,1,0,0.4,1,0,1,4.4,62.85714286,,
E01_P09_AF_VLL_GF,Dr Mamun Mahmud,1,1,1,1,1,1,1,7,100,100,100
,Dr Abid Hasan Khan,1,1,1,1,1,1,1,7,100,,
,Dr Rayhan Islam,1,1,1,1,1,1,1,7,100,,
E01_P09_AL_VLL_GF,Dr Mamun Mahmud,1,1,1,1,1,1,1,7,100,100,100
,Dr Abid Hasan Khan,1,1,1,1,1,1,1,7,100,,
,Dr Rayhan Islam,1,1,1,1,1,1,1,7,100,,
E01_P09_AR_VLL_GF,Dr Mamun Mahmud,1,1,0,0.9,1,1,1,5.9,84.28571429,84.28571429,84.29
,Dr Abid Hasan Khan,1,1,0,0.9,1,1,1,5.9,84.28571429,,
,Dr Rayhan Islam,1,1,0,0.9,1,1,1,5.9,84.28571429,,
E01_P09_AF_VML_GF,Dr Mamun Mahmud,1,1,0,0.9,0.5,0,1,4.4,62.85714286,72.38095238,72.38
,Dr Abid Hasan Khan,1,1,0,0.9,1,1,1,5.9,84.28571429,,
,Dr Rayhan Islam,1,1,0,0.9,0.5,0.5,1,4.9,70,,
E01_P09_AL_VML_GF,Dr Mamun Mahmud,1,1,0,0.9,0.5,0,1,4.4,62.85714286,72.38095238,72.38
,Dr Abid Hasan Khan,1,1,0,0.9,1,1,1,5.9,84.28571429,,
,Dr Rayhan Islam,1,1,0,0.9,0.5,0.5,1,4.9,70,,
E01_P09_AR_VML_GF,Dr Mamun Mahmud,1,1,0,0.9,0.5,0,1,4.4,62.85714286,72.38095238,72.38
,Dr Abid Hasan Khan,1,1,0,0.9,1,1,1,5.9,84.28571429,,
,Dr Rayhan Islam,1,1,0,0.9,0.5,0.5,1,4.9,70,,
E01_P09_AF_VO_GF,Dr Mamun Mahmud,1,1,0,0.3,1,0.5,1,4.8,68.57142857,63.80952381,63.81
,Dr Abid Hasan Khan,1,1,0,0.3,1,0.5,1,4.8,68.57142857,,
,Dr Rayhan Islam,1,1,0,0.3,0.5,0.5,0.5,3.8,54.28571429,,
E01_P09_AL_VO_GF,Dr Mamun Mahmud,1,1,0,0.9,1,0.5,1,5.4,77.14285714,72.38095238,72.38
,Dr Abid Hasan Khan,1,1,0,0.9,1,0.5,1,5.4,77.14285714,,
,Dr Rayhan Islam,1,1,0,0.9,0.5,0.5,0.5,4.4,62.85714286,,
E01_P09_AR_VO_GF,Dr Mamun Mahmud,1,1,0,0.6,1,0.5,1,5.1,72.85714286,68.0952381,68.1
,Dr Abid Hasan Khan,1,1,0,0.6,1,0.5,1,5.1,72.85714286,,
,Dr Rayhan Islam,1,1,0,0.6,0.5,0.5,0.5,4.1,58.57142857,,
E01_P10_AF_VFL_GF,Dr Mamun Mahmud,1,1,1,1,1,1,1,7,100,100,100
,Dr Abid Hasan Khan,1,1,1,1,1,1,1,7,100,,
,Dr Rayhan Islam,1,1,1,1,1,1,1,7,100,,
E01_P10_AL_VFL_GF,Dr Mamun Mahmud,1,1,1,1,1,1,1,7,100,100,100
,Dr Abid Hasan Khan,1,1,1,1,1,1,1,7,100,,
,Dr Rayhan Islam,1,1,1,1,1,1,1,7,100,,
E01_P10_AR_VFL_GF,Dr Mamun Mahmud,1,1,1,1,1,1,1,7,100,100,100
,Dr Abid Hasan Khan,1,1,1,1,1,1,1,7,100,,
,Dr Rayhan Islam,1,1,1,1,1,1,1,7,100,,
E01_P10_AF_VLL_GF,Dr Mamun Mahmud,1,1,0,0,0.5,0.5,1,4,57.14285714,59.52380952,59.52
,Dr Abid Hasan Khan,1,1,0,0,0.5,1,1,4.5,64.28571429,,
,Dr Rayhan Islam,1,1,0,0,0.5,0.5,1,4,57.14285714,,
E01_P10_AL_VLL_GF,Dr Mamun Mahmud,1,1,0,0.3,0.5,0.5,1,4.3,61.42857143,63.80952381,63.81
,Dr Abid Hasan Khan,1,1,0,0.3,0.5,1,1,4.8,68.57142857,,
,Dr Rayhan Islam,1,1,0,0.3,0.5,0.5,1,4.3,61.42857143,,
E01_P10_AR_VLL_GF,Dr Mamun Mahmud,1,1,0,0.7,0.5,0.5,1,4.7,67.14285714,69.52380952,69.52
,Dr Abid Hasan Khan,1,1,0,0.7,0.5,1,1,5.2,74.28571429,,
,Dr Rayhan Islam,1,1,0,0.7,0.5,0.5,1,4.7,67.14285714,,
E01_P10_AF_VML_GF,Dr Mamun Mahmud,0,0,0,0,0,0,0,0,0,0,0
,Dr Abid Hasan Khan,0,0,0,0,0,0,0,0,0,,
,Dr Rayhan Islam,0,0,0,0,0,0,0,0,0,,
E01_P10_AL_VML_GF,Dr Mamun Mahmud,0,0,0,0,0,0,0,0,0,0,0
,Dr Abid Hasan Khan,0,0,0,0,0,0,0,0,0,,
,Dr Rayhan Islam,0,0,0,0,0,0,0,0,0,,
E01_P10_AR_VML_GF,Dr Mamun Mahmud,0,0,0,0,0,0,0,0,0,0,0
,Dr Abid Hasan Khan,0,0,0,0,0,0,0,0,0,,
,Dr Rayhan Islam,0,0,0,0,0,0,0,0,0,,
E01_P10_AF_VO_GF,Dr Mamun Mahmud,1,1,0,0.7,0.5,1,1,5.2,74.28571429,76.66666667,76.67
,Dr Abid Hasan Khan,1,1,0,0.7,0.5,1,1,5.2,74.28571429,,
,Dr Rayhan Islam,1,1,0,0.7,1,1,1,5.7,81.42857143,,
E01_P10_AL_VO_GF,Dr Mamun Mahmud,1,1,0,0.9,0.5,1,1,5.4,77.14285714,79.52380952,79.52
,Dr Abid Hasan Khan,1,1,0,0.9,0.5,1,1,5.4,77.14285714,,
,Dr Rayhan Islam,1,1,0,0.9,1,1,1,5.9,84.28571429,,
E01_P10_AR_VO_GF,Dr Mamun Mahmud,1,1,0,0.9,0.5,1,1,5.4,77.14285714,79.52380952,79.52
,Dr Abid Hasan Khan,1,1,0,0.9,0.5,1,1,5.4,77.14285714,,
,Dr Rayhan Islam,1,1,0,0.9,1,1,1,5.9,84.28571429,,
E01_P11_AF_VFL_GF,Dr Mamun Mahmud,1,0,1,1,1,1,1,6,85.71428571,85.71428571,85.71
,Dr Abid Hasan Khan,1,0,1,1,1,1,1,6,85.71428571,,
,Dr Rayhan Islam,1,0,1,1,1,1,1,6,85.71428571,,
E01_P11_AL_VFL_GF,Dr Mamun Mahmud,1,0,0,0.9,1,1,1,4.9,70,70,70
,Dr Abid Hasan Khan,1,0,0,0.9,1,1,1,4.9,70,,
,Dr Rayhan Islam,1,0,0,0.9,1,1,1,4.9,70,,
E01_P11_AR_VFL_GF,Dr Mamun Mahmud,1,0,1,1,1,1,1,6,85.71428571,85.71428571,85.71
,Dr Abid Hasan Khan,1,0,1,1,1,1,1,6,85.71428571,,
,Dr Rayhan Islam,1,0,1,1,1,1,1,6,85.71428571,,
E01_P11_AF_VLL_GF,Dr Mamun Mahmud,1,1,0,0.9,1,1,1,5.9,84.28571429,84.28571429,84.29
,Dr Abid Hasan Khan,1,1,0,0.9,1,1,1,5.9,84.28571429,,
,Dr Rayhan Islam,1,1,0,0.9,1,1,1,5.9,84.28571429,,
E01_P11_AL_VLL_GF,Dr Mamun Mahmud,1,1,0,0.9,1,1,1,5.9,84.28571429,84.28571429,84.29
,Dr Abid Hasan Khan,1,1,0,0.9,1,1,1,5.9,84.28571429,,
,Dr Rayhan Islam,1,1,0,0.9,1,1,1,5.9,84.28571429,,
E01_P11_AR_VLL_GF,Dr Mamun Mahmud,1,1,0,0.9,1,1,1,5.9,84.28571429,84.28571429,84.29
,Dr Abid Hasan Khan,1,1,0,0.9,1,1,1,5.9,84.28571429,,
,Dr Rayhan Islam,1,1,0,0.9,1,1,1,5.9,84.28571429,,
E01_P11_AF_VML_GF,Dr Mamun Mahmud,1,1,0,0.9,1,1,1,5.9,84.28571429,81.9047619,81.9
,Dr Abid Hasan Khan,1,1,0,0.9,0.5,1,1,5.4,77.14285714,,
,Dr Rayhan Islam,1,1,0,0.9,1,1,1,5.9,84.28571429,,
E01_P11_AL_VML_GF,Dr Mamun Mahmud,1,1,0,0.9,1,1,1,5.9,84.28571429,81.9047619,81.9
,Dr Abid Hasan Khan,1,1,0,0.9,0.5,1,1,5.4,77.14285714,,
,Dr Rayhan Islam,1,1,0,0.9,1,1,1,5.9,84.28571429,,
E01_P11_AF_VO_GF,Dr Mamun Mahmud,1,1,0,0.9,1,1,1,5.9,84.28571429,84.28571429,84.29
,Dr Abid Hasan Khan,1,1,0,0.9,1,1,1,5.9,84.28571429,,
,Dr Rayhan Islam,1,1,0,0.9,1,1,1,5.9,84.28571429,,
E01_P11_AL_VO_GF,Dr Mamun Mahmud,1,1,0,0.7,1,1,1,5.7,81.42857143,81.42857143,81.43
,Dr Abid Hasan Khan,1,1,0,0.7,1,1,1,5.7,81.42857143,,
,Dr Rayhan Islam,1,1,0,0.7,1,1,1,5.7,81.42857143,,
E01_P11_AR_VO_GF,Dr Mamun Mahmud,1,1,0,0.9,1,1,1,5.9,84.28571429,84.28571429,84.29
,Dr Abid Hasan Khan,1,1,0,0.9,1,1,1,5.9,84.28571429,,
,Dr Rayhan Islam,1,1,0,0.9,1,1,1,5.9,84.28571429,,
E01_P12_AF_VFL_GF,Dr Mamun Mahmud,1,1,1,1,1,1,1,7,100,90.47619048,90.48
,Dr Abid Hasan Khan,1,1,1,1,0.5,0.5,1,6,85.71428571,,
,Dr Rayhan Islam,1,1,1,1,0.5,0.5,1,6,85.71428571,,
E01_P12_AL_VFL_GF,Dr Mamun Mahmud,1,1,0,0.9,1,1,1,5.9,84.28571429,74.76190476,74.76
,Dr Abid Hasan Khan,1,1,0,0.9,0.5,0.5,1,4.9,70,,
,Dr Rayhan Islam,1,1,0,0.9,0.5,0.5,1,4.9,70,,
E01_P12_AR_VFL_GF,Dr Mamun Mahmud,1,1,0,0.9,1,1,1,5.9,84.28571429,74.76190476,74.76
,Dr Abid Hasan Khan,1,1,0,0.9,0.5,0.5,1,4.9,70,,
,Dr Rayhan Islam,1,1,0,0.9,0.5,0.5,1,4.9,70,,
E01_P12_AF_VLL_GF,Dr Mamun Mahmud,1,1,1,1,1,1,1,7,100,95.23809524,95.24
,Dr Abid Hasan Khan,1,1,1,1,0.5,1,1,6.5,92.85714286,,
,Dr Rayhan Islam,1,1,1,1,0.5,1,1,6.5,92.85714286,,
E01_P12_AL_VLL_GF,Dr Mamun Mahmud,1,1,0,0.9,1,1,1,5.9,84.28571429,79.52380952,79.52
,Dr Abid Hasan Khan,1,1,0,0.9,0.5,1,1,5.4,77.14285714,,
,Dr Rayhan Islam,1,1,0,0.9,0.5,1,1,5.4,77.14285714,,
E01_P12_AR_VLL_GF,Dr Mamun Mahmud,1,1,0,0.9,1,1,1,5.9,84.28571429,79.52380952,79.52
,Dr Abid Hasan Khan,1,1,0,0.9,0.5,1,1,5.4,77.14285714,,
,Dr Rayhan Islam,1,1,0,0.9,0.5,1,1,5.4,77.14285714,,
E01_P12_AF_VML_GF,Dr Mamun Mahmud,1,1,0,0.7,0.5,1,1,5.2,74.28571429,76.66666667,76.67
,Dr Abid Hasan Khan,1,1,0,0.7,0.5,1,1,5.2,74.28571429,,
,Dr Rayhan Islam,1,1,0,0.7,1,1,1,5.7,81.42857143,,
E01_P12_AL_VML_GF,Dr Mamun Mahmud,1,1,0,0.9,0.5,1,1,5.4,77.14285714,79.52380952,79.52
,Dr Abid Hasan Khan,1,1,0,0.9,0.5,1,1,5.4,77.14285714,,
,Dr Rayhan Islam,1,1,0,0.9,1,1,1,5.9,84.28571429,,
E01_P12_AR_VML_GF,Dr Mamun Mahmud,1,1,0,0.9,0.5,1,1,5.4,77.14285714,79.52380952,79.52
,Dr Abid Hasan Khan,1,1,0,0.9,0.5,1,1,5.4,77.14285714,,
,Dr Rayhan Islam,1,1,0,0.9,1,1,1,5.9,84.28571429,,
E01_P12_AF_VO_GF,Dr Mamun Mahmud,1,1,0,0.8,1,1,1,5.8,82.85714286,82.85714286,82.86
,Dr Abid Hasan Khan,1,1,0,0.8,1,1,1,5.8,82.85714286,,
,Dr Rayhan Islam,1,1,0,0.8,1,1,1,5.8,82.85714286,,
E01_P12_AL_VO_GF,Dr Mamun Mahmud,1,1,0,0.9,1,1,1,5.9,84.28571429,84.28571429,84.29
